359.fasta       senterica       85      aroC(45)        dnaN(4) hemD(8) hisD(44)        purE(27)        sucA(9) thrA(8)
371.fasta       senterica       85      aroC(45)        dnaN(4) hemD(8) hisD(44)        purE(27)        sucA(9) thrA(8)
41.fasta        senterica       85      aroC(45)        dnaN(4) hemD(8) hisD(44)        purE(27)        sucA(9) thrA(8)
42.fasta        senterica       85      aroC(45)        dnaN(4) hemD(8) hisD(44)        purE(27)        sucA(9) thrA(8)
43.fasta        senterica       85      aroC(45)        dnaN(4) hemD(8) hisD(44)        purE(27)        sucA(9) thrA(8)
44.fasta        senterica       85      aroC(45)        dnaN(4) hemD(8) hisD(44)        purE(27)        sucA(9) thrA(8)
46.fasta        senterica       85      aroC(45)        dnaN(4) hemD(8) hisD(44)        purE(27)        sucA(9) thrA(8)
47.fasta        senterica       85      aroC(45)        dnaN(4) hemD(8) hisD(44)        purE(27)        sucA(9) thrA(8)
49.fasta        senterica       85      aroC(45)        dnaN(4) hemD(8) hisD(44)        purE(27)        sucA(9) thrA(8)
4.fasta senterica       85      aroC(45)        dnaN(4) hemD(8) hisD(44)        purE(27)        sucA(9) thrA(8)
50.fasta        senterica       85      aroC(45)        dnaN(4) hemD(8) hisD(44)        purE(27)        sucA(9) thrA(8)
52.fasta        senterica       85      aroC(45)        dnaN(4) hemD(8) hisD(44)        purE(27)        sucA(9) thrA(8)
54.fasta        senterica       85      aroC(45)        dnaN(4) hemD(8) hisD(44)        purE(27)        sucA(9) thrA(8)
55.fasta        senterica       85      aroC(45)        dnaN(4) hemD(8) hisD(44)        purE(27)        sucA(9) thrA(8)
59.fasta        senterica       85      aroC(45)        dnaN(4) hemD(8) hisD(44)        purE(27)        sucA(9) thrA(8)
5.fasta senterica       85      aroC(45)        dnaN(4) hemD(8) hisD(44)        purE(27)        sucA(9) thrA(8)
66.fasta        senterica       85      aroC(45)        dnaN(4) hemD(8) hisD(44)        purE(27)        sucA(9) thrA(8)
67.fasta        senterica       85      aroC(45)        dnaN(4) hemD(8) hisD(44)        purE(27)        sucA(9) thrA(8)
68.fasta        senterica       85      aroC(45)        dnaN(4) hemD(8) hisD(44)        purE(27)        sucA(9) thrA(8)
6.fasta senterica       85      aroC(45)        dnaN(4) hemD(8) hisD(44)        purE(27)        sucA(9) thrA(8)
70.fasta        senterica       85      aroC(45)        dnaN(4) hemD(8) hisD(44)        purE(27)        sucA(9) thrA(8)
73.fasta        senterica       85      aroC(45)        dnaN(4) hemD(8) hisD(44)        purE(27)        sucA(9) thrA(8)
74.fasta        senterica       85      aroC(45)        dnaN(4) hemD(8) hisD(44)        purE(27)        sucA(9) thrA(8)
78.fasta        senterica       85      aroC(45)        dnaN(4) hemD(8) hisD(44)        purE(27)        sucA(9) thrA(8)
80.fasta        senterica       85      aroC(45)        dnaN(4) hemD(8) hisD(44)        purE(27)        sucA(9) thrA(8)
81.fasta        senterica       85      aroC(45)        dnaN(4) hemD(8) hisD(44)        purE(27)        sucA(9) thrA(8)
83.fasta        senterica       85      aroC(45)        dnaN(4) hemD(8) hisD(44)        purE(27)        sucA(9) thrA(8)
86.fasta        senterica       85      aroC(45)        dnaN(4) hemD(8) hisD(44)        purE(27)        sucA(9) thrA(8)
87.fasta        senterica       85      aroC(45)        dnaN(4) hemD(8) hisD(44)        purE(27)        sucA(9) thrA(8)
8.fasta senterica       85      aroC(45)        dnaN(4) hemD(8) hisD(44)        purE(27)        sucA(9) thrA(8)
94.fasta        senterica       85      aroC(45)        dnaN(4) hemD(8) hisD(44)        purE(27)        sucA(9) thrA(8)
9.fasta senterica       85      aroC(45)        dnaN(4) hemD(8) hisD(44)        purE(27)        sucA(9) thrA(8)
